140909 160042.715|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140909 160042.715|INFO|Thread-5|info|
140909 160042.716|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140909 160042.716|INFO|Thread-5|info|Login: team13 (aka team13)
140909 160042.716|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140909 160042.717|INFO|Thread-5|startLog|Process id is 8620@CHIKAANCOMPUTER
140909 160042.718|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140909 160042.731|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140909 160043.103|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140909 160043.105|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #416 SERVER0 @ site 1 -> TEAM13 @ site 1
140909 160043.106|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #416 SERVER0 @ site 1 -> TEAM13 @ site 1
140909 182309.958|INFO|Thread-6|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #423 SERVER0 @ site 1 -> TEAM13 @ site 1
140909 182309.961|INFO|Thread-6|dumpPacket|Packet RUN_JUDGEMENT (Seq #423 ) recieveObject
140909 182309.963|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140909 182309.964|INFO|Thread-6|dumpPacket|    To: TEAM13 @ site 1
140909 182309.965|INFO|Thread-6|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
140909 182309.965|INFO|Thread-6|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Run-time Error-5266374761902142428 id JudgementRecord--2203302225322286202
140909 182309.967|INFO|Thread-6|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 37 JUDGED158523084 ms from TEAM13 @ site 1 id Run-7220695466944588071
140909 182309.970|INFO|Thread-6|info|handlePacket start Packet[RUN_JUDGEMENT] #423 SERVER0 @ site 1 -> TEAM13 @ site 1
140909 182309.972|INFO|Thread-6|dumpPacket|Packet RUN_JUDGEMENT (Seq #423 ) handlePacket
140909 182309.977|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140909 182309.984|INFO|Thread-6|dumpPacket|    To: TEAM13 @ site 1
140909 182309.985|INFO|Thread-6|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
140909 182309.985|INFO|Thread-6|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Run-time Error-5266374761902142428 id JudgementRecord--2203302225322286202
140909 182309.985|INFO|Thread-6|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 37 JUDGED158523084 ms from TEAM13 @ site 1 id Run-7220695466944588071
140909 200253.975|INFO|Thread-6|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #423 SERVER0 @ site 1 -> TEAM13 @ site 1
