140831 190711.109|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140831 190711.110|INFO|Thread-5|info|
140831 190711.110|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140831 190711.110|INFO|Thread-5|info|Login: team13 (aka team13)
140831 190711.111|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140831 190711.111|INFO|Thread-5|startLog|Process id is 3504@CHIKAANCOMPUTER
140831 190711.113|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140831 190711.127|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140831 190711.428|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140831 190711.430|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #43 SERVER0 @ site 1 -> TEAM13 @ site 1
140831 190711.430|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #43 SERVER0 @ site 1 -> TEAM13 @ site 1
140831 200617.487|INFO|Thread-6|info| receiveObject(S) start got Packet[UPDATE_SETTING] #106 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200617.491|INFO|Thread-6|dumpPacket|Packet UPDATE_SETTING (Seq #106 ) recieveObject
140831 200617.491|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--8478479523153418351)
140831 200617.491|INFO|Thread-6|dumpPacket|    To: SERVER0 @ site 0
140831 200617.492|INFO|Thread-6|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language Java
140831 200617.492|INFO|Thread-6|info|handlePacket start Packet[UPDATE_SETTING] #106 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200617.492|INFO|Thread-6|dumpPacket|Packet UPDATE_SETTING (Seq #106 ) handlePacket
140831 200617.492|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--8478479523153418351)
140831 200617.495|INFO|Thread-6|dumpPacket|    To: SERVER0 @ site 0
140831 200617.496|INFO|Thread-6|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language Java
140831 200617.501|INFO|Thread-6|info|handlePacket end Packet[UPDATE_SETTING] #106 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200617.505|INFO|Thread-6|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #106 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200740.328|INFO|Thread-7|info| receiveObject(S) start got Packet[UPDATE_SETTING] #123 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200740.328|INFO|Thread-7|dumpPacket|Packet UPDATE_SETTING (Seq #123 ) recieveObject
140831 200740.328|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--8478479523153418351)
140831 200740.329|INFO|Thread-7|dumpPacket|    To: SERVER0 @ site 0
140831 200740.329|INFO|Thread-7|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language GNU C++
140831 200740.329|INFO|Thread-7|info|handlePacket start Packet[UPDATE_SETTING] #123 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200740.329|INFO|Thread-7|dumpPacket|Packet UPDATE_SETTING (Seq #123 ) handlePacket
140831 200740.329|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--8478479523153418351)
140831 200740.329|INFO|Thread-7|dumpPacket|    To: SERVER0 @ site 0
140831 200740.330|INFO|Thread-7|dumpPacket|   key: LANGUAGE is: edu.csus.ecs.pc2.core.model.Language GNU C++
140831 200740.330|INFO|Thread-7|info|handlePacket end Packet[UPDATE_SETTING] #123 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 200740.330|INFO|Thread-7|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #123 SERVER0 @ site 1 -> SERVER0 @ site 0
140831 202603.149|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A - Meet and Greet Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\second\PrA.py
