141019 213902.547|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
141019 213902.547|INFO|Thread-5|info|
141019 213902.548|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
141019 213902.548|INFO|Thread-5|info|Login: team13 (aka team13)
141019 213902.548|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
141019 213902.549|INFO|Thread-5|startLog|Process id is 5500@CHIKAANCOMPUTER
141019 213902.550|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
141019 213902.589|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
141019 213902.927|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
141019 213902.929|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #75 SERVER0 @ site 1 -> TEAM13 @ site 1
141019 213902.929|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #75 SERVER0 @ site 1 -> TEAM13 @ site 1
141019 213926.230|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B - WiFi Setup Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\eigth\probB.py
141019 213926.235|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
141019 213926.235|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
141019 213926.324|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #77 SERVER0 @ site 1 -> TEAM13 @ site 1
141019 213926.325|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #77 ) recieveObject
141019 213926.326|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--7210363679868544895)
141019 213926.326|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
141019 213926.329|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 10 NEW5459086 ms from TEAM13 @ site 1 id Run-5721761444520433175
141019 213926.330|INFO|Thread-8|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #77 SERVER0 @ site 1 -> TEAM13 @ site 1
141019 213926.330|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #77 ) handlePacket
141019 213926.330|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--7210363679868544895)
141019 213926.330|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
141019 213926.330|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 10 NEW5459086 ms from TEAM13 @ site 1 id Run-5721761444520433175
141019 213927.024|INFO|Thread-8|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #77 SERVER0 @ site 1 -> TEAM13 @ site 1
141019 213950.678|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A - Odometer  Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\eigth\PrA.py
141019 213950.679|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #3 TEAM13 @ site 1 -> SERVER0 @ site 1
141019 213950.681|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #3 TEAM13 @ site 1 -> SERVER0 @ site 1
141019 213950.716|INFO|Thread-10|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #81 SERVER0 @ site 1 -> TEAM13 @ site 1
141019 213950.717|INFO|Thread-10|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #81 ) recieveObject
141019 213950.717|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--7210363679868544895)
141019 213950.718|INFO|Thread-10|dumpPacket|    To: TEAM13 @ site 1
141019 213950.719|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 11 NEW5483472 ms from TEAM13 @ site 1 id Run-8587645469631243076
