141201 112350.213|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
141201 112350.214|INFO|Thread-5|info|
141201 112350.214|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
141201 112350.214|INFO|Thread-5|info|Login: team13 (aka team13)
141201 112350.214|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
141201 112350.215|INFO|Thread-5|startLog|Process id is 5864@CHIKAANCOMPUTER
141201 112350.217|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
141201 112350.265|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
141201 112350.667|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
141201 112350.668|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #150 SERVER0 @ site 1 -> TEAM13 @ site 1
141201 112350.668|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #150 SERVER0 @ site 1 -> TEAM13 @ site 1
