140928 192914.583|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140928 192914.583|INFO|Thread-5|info|
140928 192914.583|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140928 192914.583|INFO|Thread-5|info|Login: team13 (aka team13)
140928 192914.584|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140928 192914.584|INFO|Thread-5|startLog|Process id is 7980@CHIKAANCOMPUTER
140928 192914.586|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140928 192914.609|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140928 192914.904|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140928 192914.905|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #48 SERVER0 @ site 1 -> TEAM13 @ site 1
140928 192914.906|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #48 SERVER0 @ site 1 -> TEAM13 @ site 1
140928 192933.238|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A - Times 17 Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\six\PrA.py
140928 192933.243|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140928 192933.244|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140928 192933.355|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #50 SERVER0 @ site 1 -> TEAM13 @ site 1
140928 192933.356|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #50 ) recieveObject
