140922 112050.549|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140922 112050.550|INFO|Thread-5|info|
140922 112050.550|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140922 112050.550|INFO|Thread-5|info|Login: team13 (aka team13)
140922 112050.550|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140922 112050.550|INFO|Thread-5|startLog|Process id is 4708@CHIKAANCOMPUTER
140922 112050.552|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140922 112050.564|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140922 112050.859|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140922 112050.860|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #453 SERVER0 @ site 1 -> TEAM13 @ site 1
140922 112050.861|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #453 SERVER0 @ site 1 -> TEAM13 @ site 1
140922 112108.342|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C - Poker Hands Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\five\PrC.py
140922 112108.346|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140922 112108.347|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140922 112108.395|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #455 SERVER0 @ site 1 -> TEAM13 @ site 1
140922 112108.396|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #455 ) recieveObject
140922 112108.396|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140922 112108.396|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140922 112108.397|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 46 NEW58671747 ms from TEAM13 @ site 1 id Run--7693789267350464343
140922 112108.397|INFO|Thread-8|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #455 SERVER0 @ site 1 -> TEAM13 @ site 1
140922 112108.397|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #455 ) handlePacket
140922 112108.398|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140922 112108.398|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140922 112108.398|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 46 NEW58671747 ms from TEAM13 @ site 1 id Run--7693789267350464343
140922 112109.336|INFO|Thread-8|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #455 SERVER0 @ site 1 -> TEAM13 @ site 1
