140914 203222.996|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140914 203222.996|INFO|Thread-5|info|
140914 203222.996|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140914 203222.997|INFO|Thread-5|info|Login: team13 (aka team13)
140914 203222.997|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140914 203222.997|INFO|Thread-5|startLog|Process id is 5708@CHIKAANCOMPUTER
140914 203222.999|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140914 203223.043|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140914 203223.503|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140914 203223.521|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #97 SERVER0 @ site 1 -> TEAM13 @ site 1
140914 203223.522|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #97 SERVER0 @ site 1 -> TEAM13 @ site 1
140914 203241.862|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A - Milk Scheduling Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\fourth\PrA.py
140914 203241.867|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140914 203241.867|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140914 203241.981|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #99 SERVER0 @ site 1 -> TEAM13 @ site 1
140914 203241.981|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #99 ) recieveObject
140914 203241.981|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4042054543451503544)
140914 203241.982|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140914 203241.982|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 11 NEW5457784 ms from TEAM13 @ site 1 id Run--1336986379996671749
140914 203241.982|INFO|Thread-8|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #99 SERVER0 @ site 1 -> TEAM13 @ site 1
140914 203241.983|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #99 ) handlePacket
140914 203241.984|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4042054543451503544)
140914 203241.985|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140914 203241.985|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 11 NEW5457784 ms from TEAM13 @ site 1 id Run--1336986379996671749
140914 203242.861|INFO|Thread-8|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #99 SERVER0 @ site 1 -> TEAM13 @ site 1
140914 203502.701|INFO|Thread-9|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #105 SERVER0 @ site 1 -> TEAM13 @ site 1
140914 203502.701|INFO|Thread-9|dumpPacket|Packet RUN_JUDGEMENT (Seq #105 ) recieveObject
140914 203502.701|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4042054543451503544)
140914 203502.701|INFO|Thread-9|dumpPacket|    To: TEAM13 @ site 1
