140921 195029.560|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140921 195029.561|INFO|Thread-5|info|
140921 195029.561|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140921 195029.562|INFO|Thread-5|info|Login: team13 (aka team13)
140921 195029.562|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140921 195029.562|INFO|Thread-5|startLog|Process id is 6176@CHIKAANCOMPUTER
140921 195029.564|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140921 195029.613|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140921 195029.949|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140921 195029.952|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #90 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195029.952|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #90 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195045.844|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A - Auto-Complete Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\five\PrA.py
140921 195045.849|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140921 195045.850|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140921 195045.971|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #94 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195045.971|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #94 ) recieveObject
140921 195045.972|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140921 195045.972|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140921 195045.972|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 11 NEW2848230 ms from TEAM13 @ site 1 id Run-3906416565517758601
140921 195045.972|INFO|Thread-8|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #94 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195045.973|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #94 ) handlePacket
140921 195045.973|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140921 195045.973|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140921 195045.974|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 11 NEW2848230 ms from TEAM13 @ site 1 id Run-3906416565517758601
140921 195046.883|INFO|Thread-8|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #94 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195635.077|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A - Auto-Complete Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\five\PrA.py
140921 195635.079|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #3 TEAM13 @ site 1 -> SERVER0 @ site 1
140921 195635.080|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #3 TEAM13 @ site 1 -> SERVER0 @ site 1
140921 195635.149|INFO|Thread-10|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #110 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195635.150|INFO|Thread-10|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #110 ) recieveObject
140921 195635.150|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140921 195635.150|INFO|Thread-10|dumpPacket|    To: TEAM13 @ site 1
140921 195635.150|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 NEW3197386 ms from TEAM13 @ site 1 id Run--3376697571451803270
140921 195635.151|INFO|Thread-10|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #110 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195635.151|INFO|Thread-10|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #110 ) handlePacket
140921 195635.152|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140921 195635.152|INFO|Thread-10|dumpPacket|    To: TEAM13 @ site 1
140921 195635.152|INFO|Thread-10|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 NEW3197386 ms from TEAM13 @ site 1 id Run--3376697571451803270
140921 195635.852|INFO|Thread-10|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #110 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195858.900|INFO|Thread-11|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #121 SERVER0 @ site 1 -> TEAM13 @ site 1
140921 195858.900|INFO|Thread-11|dumpPacket|Packet RUN_JUDGEMENT (Seq #121 ) recieveObject
140921 195858.900|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default-4328894082184257867)
140921 195858.900|INFO|Thread-11|dumpPacket|    To: TEAM13 @ site 1
