140907 203308.126|CONFIG|Thread-5|setFileHandlers|Now logging to C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin\logs directory.
140907 203308.126|INFO|Thread-5|info|
140907 203308.127|INFO|Thread-5|info|Version 9.2.3 20120910 (Monday, September 10th 2012 16:20 UTC) Java ver 1.8.0_20 build 2565 Windows 7 6.1 (amd64) 
140907 203308.127|INFO|Thread-5|info|Login: team13 (aka team13)
140907 203308.127|INFO|Thread-5|startLog|Working directory is C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\pc2-9.2.3\bin
140907 203308.128|INFO|Thread-5|startLog|Process id is 6184@CHIKAANCOMPUTER
140907 203308.130|INFO|Thread-5|info|Attempting to load UI class edu.csus.ecs.pc2.ui.team.TeamView
140907 203308.199|INFO|Thread-5|info|Loaded UI class edu.csus.ecs.pc2.ui.team.TeamView
140907 203308.544|INFO|Thread-5|info| handlePacket original LOGIN_SUCCESS after -- all settings loaded 
140907 203308.544|INFO|Thread-5|info|handlePacket end Packet[LOGIN_SUCCESS] #159 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203308.545|INFO|Thread-5|info| receiveObject(S) end   got Packet[LOGIN_SUCCESS] #159 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203325.172|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B - Gifts Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\third\ProbB.py
140907 203325.183|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140907 203325.184|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #2 TEAM13 @ site 1 -> SERVER0 @ site 1
140907 203325.277|INFO|Thread-8|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #161 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203325.278|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #161 ) recieveObject
140907 203325.278|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203325.279|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140907 203325.279|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15 NEW5724377 ms from TEAM13 @ site 1 id Run-8985493339697496162
140907 203325.279|INFO|Thread-8|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #161 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203325.279|INFO|Thread-8|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #161 ) handlePacket
140907 203325.279|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203325.280|INFO|Thread-8|dumpPacket|    To: TEAM13 @ site 1
140907 203325.280|INFO|Thread-8|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15 NEW5724377 ms from TEAM13 @ site 1 id Run-8985493339697496162
140907 203326.711|INFO|Thread-8|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #161 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203448.592|INFO|Thread-9|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #174 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203448.593|INFO|Thread-9|dumpPacket|Packet RUN_JUDGEMENT (Seq #174 ) recieveObject
140907 203448.593|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203448.594|INFO|Thread-9|dumpPacket|    To: TEAM13 @ site 1
140907 203448.594|INFO|Thread-9|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
140907 203448.595|INFO|Thread-9|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Excessive Output-1443632248703042051 id JudgementRecord-4031949473861869710
140907 203448.595|INFO|Thread-9|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15 JUDGED5724377 ms from TEAM13 @ site 1 id Run-8985493339697496162
140907 203448.595|INFO|Thread-9|info|handlePacket start Packet[RUN_JUDGEMENT] #174 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203448.596|INFO|Thread-9|dumpPacket|Packet RUN_JUDGEMENT (Seq #174 ) handlePacket
140907 203448.596|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203448.596|INFO|Thread-9|dumpPacket|    To: TEAM13 @ site 1
140907 203448.597|INFO|Thread-9|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
140907 203448.597|INFO|Thread-9|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Excessive Output-1443632248703042051 id JudgementRecord-4031949473861869710
140907 203448.597|INFO|Thread-9|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15 JUDGED5724377 ms from TEAM13 @ site 1 id Run-8985493339697496162
140907 203455.540|INFO|Thread-9|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #174 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203536.944|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B - Gifts Python file: C:\Users\Qasim\Documents\CMUQ WORK\Fall 2014\Competition Progg\third\ProbB.py
140907 203536.947|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #3 TEAM13 @ site 1 -> SERVER0 @ site 1
140907 203536.950|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #3 TEAM13 @ site 1 -> SERVER0 @ site 1
140907 203537.006|INFO|Thread-11|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #180 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203537.010|INFO|Thread-11|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #180 ) recieveObject
140907 203537.010|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203537.011|INFO|Thread-11|dumpPacket|    To: TEAM13 @ site 1
140907 203537.011|INFO|Thread-11|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 NEW5856087 ms from TEAM13 @ site 1 id Run-7925823753407476789
140907 203537.012|INFO|Thread-11|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #180 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203537.012|INFO|Thread-11|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #180 ) handlePacket
140907 203537.013|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203537.013|INFO|Thread-11|dumpPacket|    To: TEAM13 @ site 1
140907 203537.014|INFO|Thread-11|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 NEW5856087 ms from TEAM13 @ site 1 id Run-7925823753407476789
140907 203537.854|INFO|Thread-11|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #180 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203601.371|INFO|Thread-12|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #186 SERVER0 @ site 1 -> TEAM13 @ site 1
140907 203601.371|INFO|Thread-12|dumpPacket|Packet RUN_JUDGEMENT (Seq #186 ) recieveObject
140907 203601.372|INFO|Thread-12|dumpPacket|  From: SERVER0 @ site 1 (pc2 @ 127.0.1.1) (Contest Id: Default--851655828346889825)
140907 203601.372|INFO|Thread-12|dumpPacket|    To: TEAM13 @ site 1
140907 203601.372|INFO|Thread-12|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
